"NEW.ID","CID","GROUP","BGD.MORALITY","BGD.TOTAL","BGD.SPECCODE","BGD.MORPROP","BGD.MORVIRTPROP","BGD.SPECPROP","RAG.ORDER","RAG.CHECK","DG.ORDER","DG.CHECK","CHILDREN","MAT","DIEPUN","OMNI.BG","MORINDEX","TYPE","SELF","RAG","Y"
1,1719,"Hadza",NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,0,0,1,NA,"RAG.LOCAL",0,1,NA
1,1719,"Hadza",NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,0,0,1,NA,"RAG.SELF",1,1,NA
1,1719,"Hadza",NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,0,0,1,NA,"DG.LOCAL",0,0,1
1,1719,"Hadza",NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,0,0,1,NA,"DG.SELF",1,0,1
2,1920,"Lovu Fiji",3,3,1,1,1,0.333333333333333,0,0,0,NA,2,1,1,1,3.66666666666667,"RAG.LOCAL",0,1,17
2,1920,"Lovu Fiji",3,3,1,1,1,0.333333333333333,0,0,0,NA,2,1,1,1,3.66666666666667,"RAG.SELF",1,1,11
2,1920,"Lovu Fiji",3,3,1,1,1,0.333333333333333,0,0,0,NA,2,1,1,1,3.66666666666667,"DG.LOCAL",0,0,NA
2,1920,"Lovu Fiji",3,3,1,1,1,0.333333333333333,0,0,0,NA,2,1,1,1,3.66666666666667,"DG.SELF",1,0,NA
3,291,"Sursurunga",2,5,1,0.4,0.6,0.2,1,0,0,NA,3,1,1,1,NA,"RAG.LOCAL",0,1,17
3,291,"Sursurunga",2,5,1,0.4,0.6,0.2,1,0,0,NA,3,1,1,1,NA,"RAG.SELF",1,1,17
3,291,"Sursurunga",2,5,1,0.4,0.6,0.2,1,0,0,NA,3,1,1,1,NA,"DG.LOCAL",0,0,NA
3,291,"Sursurunga",2,5,1,0.4,0.6,0.2,1,0,0,NA,3,1,1,1,NA,"DG.SELF",1,0,NA
4,454,"Turkana",4,5,2,0.8,1,0.4,1,0,0,NA,0,0,1,1,2.33333333333333,"RAG.LOCAL",0,1,15
4,454,"Turkana",4,5,2,0.8,1,0.4,1,0,0,NA,0,0,1,1,2.33333333333333,"RAG.SELF",1,1,13
4,454,"Turkana",4,5,2,0.8,1,0.4,1,0,0,NA,0,0,1,1,2.33333333333333,"DG.LOCAL",0,0,NA
4,454,"Turkana",4,5,2,0.8,1,0.4,1,0,0,NA,0,0,1,1,2.33333333333333,"DG.SELF",1,0,NA
5,1721,"Hadza",NA,NA,NA,NA,NA,NA,1,NA,0,NA,4,1,NA,NA,NA,"RAG.LOCAL",0,1,12
5,1721,"Hadza",NA,NA,NA,NA,NA,NA,1,NA,0,NA,4,1,NA,NA,NA,"RAG.SELF",1,1,15
5,1721,"Hadza",NA,NA,NA,NA,NA,NA,1,NA,0,NA,4,1,NA,NA,NA,"DG.LOCAL",0,0,0
5,1721,"Hadza",NA,NA,NA,NA,NA,NA,1,NA,0,NA,4,1,NA,NA,NA,"DG.SELF",1,0,0
6,1928,"Lovu Fiji",2,3,3,0.666666666666667,1,1,1,0,0,NA,3,1,0.5,1,2,"RAG.LOCAL",0,1,16
6,1928,"Lovu Fiji",2,3,3,0.666666666666667,1,1,1,0,0,NA,3,1,0.5,1,2,"RAG.SELF",1,1,12
6,1928,"Lovu Fiji",2,3,3,0.666666666666667,1,1,1,0,0,NA,3,1,0.5,1,2,"DG.LOCAL",0,0,NA
6,1928,"Lovu Fiji",2,3,3,0.666666666666667,1,1,1,0,0,NA,3,1,0.5,1,2,"DG.SELF",1,0,NA
7,298,"Sursurunga",3,5,1,0.6,1,0.2,0,NA,0,0,0,1,1,1,2,"RAG.LOCAL",0,1,NA
7,298,"Sursurunga",3,5,1,0.6,1,0.2,0,NA,0,0,0,1,1,1,2,"RAG.SELF",1,1,NA
7,298,"Sursurunga",3,5,1,0.6,1,0.2,0,NA,0,0,0,1,1,1,2,"DG.LOCAL",0,0,5
7,298,"Sursurunga",3,5,1,0.6,1,0.2,0,NA,0,0,0,1,1,1,2,"DG.SELF",1,0,5
8,460,"Turkana",2,5,2,0.4,0.8,0.4,0,0,0,NA,3,0,1,1,2.33333333333333,"RAG.LOCAL",0,1,18
8,460,"Turkana",2,5,2,0.4,0.8,0.4,0,0,0,NA,3,0,1,1,2.33333333333333,"RAG.SELF",1,1,11
8,460,"Turkana",2,5,2,0.4,0.8,0.4,0,0,0,NA,3,0,1,1,2.33333333333333,"DG.LOCAL",0,0,NA
8,460,"Turkana",2,5,2,0.4,0.8,0.4,0,0,0,NA,3,0,1,1,2.33333333333333,"DG.SELF",1,0,NA
9,363,"Sursurunga",2,5,2,0.4,1,0.4,0,NA,0,0,0,0,1,1,2,"RAG.LOCAL",0,1,NA
9,363,"Sursurunga",2,5,2,0.4,1,0.4,0,NA,0,0,0,0,1,1,2,"RAG.SELF",1,1,NA
9,363,"Sursurunga",2,5,2,0.4,1,0.4,0,NA,0,0,0,0,1,1,2,"DG.LOCAL",0,0,6
9,363,"Sursurunga",2,5,2,0.4,1,0.4,0,NA,0,0,0,0,1,1,2,"DG.SELF",1,0,3
10,528,"Turkana",5,5,2,1,1,0.4,0,0,0,NA,0,0,1,1,4,"RAG.LOCAL",0,1,8
10,528,"Turkana",5,5,2,1,1,0.4,0,0,0,NA,0,0,1,1,4,"RAG.SELF",1,1,7
10,528,"Turkana",5,5,2,1,1,0.4,0,0,0,NA,0,0,1,1,4,"DG.LOCAL",0,0,NA
10,528,"Turkana",5,5,2,1,1,0.4,0,0,0,NA,0,0,1,1,4,"DG.SELF",1,0,NA
11,741,"Huatasani",5,5,2,1,1,0.4,1,NA,0,NA,0,0,1,1,2.33333333333333,"RAG.LOCAL",0,1,16
11,741,"Huatasani",5,5,2,1,1,0.4,1,NA,0,NA,0,0,1,1,2.33333333333333,"RAG.SELF",1,1,14
11,741,"Huatasani",5,5,2,1,1,0.4,1,NA,0,NA,0,0,1,1,2.33333333333333,"DG.LOCAL",0,0,NA
11,741,"Huatasani",5,5,2,1,1,0.4,1,NA,0,NA,0,0,1,1,2.33333333333333,"DG.SELF",1,0,NA
12,1274,"Kananga",2,5,2,0.4,0.4,0.4,0,NA,0,0,6,1,1,1,1.66666666666667,"RAG.LOCAL",0,1,NA
12,1274,"Kananga",2,5,2,0.4,0.4,0.4,0,NA,0,0,6,1,1,1,1.66666666666667,"RAG.SELF",1,1,NA
12,1274,"Kananga",2,5,2,0.4,0.4,0.4,0,NA,0,0,6,1,1,1,1.66666666666667,"DG.LOCAL",0,0,4
12,1274,"Kananga",2,5,2,0.4,0.4,0.4,0,NA,0,0,6,1,1,1,1.66666666666667,"DG.SELF",1,0,7
13,742,"Huatasani",5,5,1,1,1,0.2,0,0,0,NA,0,1,1,1,2.66666666666667,"RAG.LOCAL",0,1,16
13,742,"Huatasani",5,5,1,1,1,0.2,0,0,0,NA,0,1,1,1,2.66666666666667,"RAG.SELF",1,1,14
13,742,"Huatasani",5,5,1,1,1,0.2,0,0,0,NA,0,1,1,1,2.66666666666667,"DG.LOCAL",0,0,NA
13,742,"Huatasani",5,5,1,1,1,0.2,0,0,0,NA,0,1,1,1,2.66666666666667,"DG.SELF",1,0,NA
14,1275,"Kananga",3,5,2,0.6,1,0.4,0,NA,0,0,0,1,1,1,4,"RAG.LOCAL",0,1,NA
14,1275,"Kananga",3,5,2,0.6,1,0.4,0,NA,0,0,0,1,1,1,4,"RAG.SELF",1,1,NA
14,1275,"Kananga",3,5,2,0.6,1,0.4,0,NA,0,0,0,1,1,1,4,"DG.LOCAL",0,0,NA
14,1275,"Kananga",3,5,2,0.6,1,0.4,0,NA,0,0,0,1,1,1,4,"DG.SELF",1,0,NA
15,743,"Huatasani",0,2,0,0,0,0,1,0,0,NA,2,1,0.5,1,0.666666666666667,"RAG.LOCAL",0,1,10
15,743,"Huatasani",0,2,0,0,0,0,1,0,0,NA,2,1,0.5,1,0.666666666666667,"RAG.SELF",1,1,10
15,743,"Huatasani",0,2,0,0,0,0,1,0,0,NA,2,1,0.5,1,0.666666666666667,"DG.LOCAL",0,0,NA
15,743,"Huatasani",0,2,0,0,0,0,1,0,0,NA,2,1,0.5,1,0.666666666666667,"DG.SELF",1,0,NA
16,1276,"Kananga",1,5,0,0.2,0.8,0,0,NA,1,0,1,0,1,1,2.33333333333333,"RAG.LOCAL",0,1,NA
16,1276,"Kananga",1,5,0,0.2,0.8,0,0,NA,1,0,1,0,1,1,2.33333333333333,"RAG.SELF",1,1,NA
16,1276,"Kananga",1,5,0,0.2,0.8,0,0,NA,1,0,1,0,1,1,2.33333333333333,"DG.LOCAL",0,0,5
16,1276,"Kananga",1,5,0,0.2,0.8,0,0,NA,1,0,1,0,1,1,2.33333333333333,"DG.SELF",1,0,1
17,1277,"Kananga",2,5,1,0.4,0.8,0.2,0,NA,0,0,5,1,0.5,1,1,"RAG.LOCAL",0,1,NA
17,1277,"Kananga",2,5,1,0.4,0.8,0.2,0,NA,0,0,5,1,0.5,1,1,"RAG.SELF",1,1,NA
17,1277,"Kananga",2,5,1,0.4,0.8,0.2,0,NA,0,0,5,1,0.5,1,1,"DG.LOCAL",0,0,9
17,1277,"Kananga",2,5,1,0.4,0.8,0.2,0,NA,0,0,5,1,0.5,1,1,"DG.SELF",1,0,1
18,1278,"Kananga",3,5,2,0.6,0.8,0.4,0,NA,0,0,0,1,1,1,2,"RAG.LOCAL",0,1,NA
18,1278,"Kananga",3,5,2,0.6,0.8,0.4,0,NA,0,0,0,1,1,1,2,"RAG.SELF",1,1,NA
18,1278,"Kananga",3,5,2,0.6,0.8,0.4,0,NA,0,0,0,1,1,1,2,"DG.LOCAL",0,0,5
18,1278,"Kananga",3,5,2,0.6,0.8,0.4,0,NA,0,0,0,1,1,1,2,"DG.SELF",1,0,6
19,1279,"Kananga",4,5,1,0.8,0.8,0.2,0,NA,0,0,1,1,1,1,4,"RAG.LOCAL",0,1,NA
19,1279,"Kananga",4,5,1,0.8,0.8,0.2,0,NA,0,0,1,1,1,1,4,"RAG.SELF",1,1,NA
19,1279,"Kananga",4,5,1,0.8,0.8,0.2,0,NA,0,0,1,1,1,1,4,"DG.LOCAL",0,0,NA
19,1279,"Kananga",4,5,1,0.8,0.8,0.2,0,NA,0,0,1,1,1,1,4,"DG.SELF",1,0,NA
20,744,"Huatasani",1,2,1,0.5,0.5,0.5,1,NA,0,NA,2,1,1,1,NA,"RAG.LOCAL",0,1,14
20,744,"Huatasani",1,2,1,0.5,0.5,0.5,1,NA,0,NA,2,1,1,1,NA,"RAG.SELF",1,1,10
20,744,"Huatasani",1,2,1,0.5,0.5,0.5,1,NA,0,NA,2,1,1,1,NA,"DG.LOCAL",0,0,NA
20,744,"Huatasani",1,2,1,0.5,0.5,0.5,1,NA,0,NA,2,1,1,1,NA,"DG.SELF",1,0,NA
21,1280,"Kananga",3,5,1,0.6,0.8,0.2,0,NA,0,1,5,1,1,1,2.66666666666667,"RAG.LOCAL",0,1,NA
21,1280,"Kananga",3,5,1,0.6,0.8,0.2,0,NA,0,1,5,1,1,1,2.66666666666667,"RAG.SELF",1,1,NA
21,1280,"Kananga",3,5,1,0.6,0.8,0.2,0,NA,0,1,5,1,1,1,2.66666666666667,"DG.LOCAL",0,0,9
21,1280,"Kananga",3,5,1,0.6,0.8,0.2,0,NA,0,1,5,1,1,1,2.66666666666667,"DG.SELF",1,0,3
22,745,"Huatasani",1,1,0,1,1,0,0,0,0,NA,0,1,0.5,1,0,"RAG.LOCAL",0,1,12
22,745,"Huatasani",1,1,0,1,1,0,0,0,0,NA,0,1,0.5,1,0,"RAG.SELF",1,1,11
22,745,"Huatasani",1,1,0,1,1,0,0,0,0,NA,0,1,0.5,1,0,"DG.LOCAL",0,0,NA
22,745,"Huatasani",1,1,0,1,1,0,0,0,0,NA,0,1,0.5,1,0,"DG.SELF",1,0,NA
23,1281,"Kananga",2,5,2,0.4,0.6,0.4,0,NA,0,0,5,1,0.5,1,1.33333333333333,"RAG.LOCAL",0,1,NA
23,1281,"Kananga",2,5,2,0.4,0.6,0.4,0,NA,0,0,5,1,0.5,1,1.33333333333333,"RAG.SELF",1,1,NA
23,1281,"Kananga",2,5,2,0.4,0.6,0.4,0,NA,0,0,5,1,0.5,1,1.33333333333333,"DG.LOCAL",0,0,5
23,1281,"Kananga",2,5,2,0.4,0.6,0.4,0,NA,0,0,5,1,0.5,1,1.33333333333333,"DG.SELF",1,0,1
24,1282,"Kananga",3,5,1,0.6,0.6,0.2,0,NA,1,0,2,1,1,1,3,"RAG.LOCAL",0,1,NA
24,1282,"Kananga",3,5,1,0.6,0.6,0.2,0,NA,1,0,2,1,1,1,3,"RAG.SELF",1,1,NA
24,1282,"Kananga",3,5,1,0.6,0.6,0.2,0,NA,1,0,2,1,1,1,3,"DG.LOCAL",0,0,5
24,1282,"Kananga",3,5,1,0.6,0.6,0.2,0,NA,1,0,2,1,1,1,3,"DG.SELF",1,0,2
25,364,"Sursurunga",2,5,0,0.4,0.8,0,1,0,0,NA,6,0,1,1,2,"RAG.LOCAL",0,1,17
25,364,"Sursurunga",2,5,0,0.4,0.8,0,1,0,0,NA,6,0,1,1,2,"RAG.SELF",1,1,16
25,364,"Sursurunga",2,5,0,0.4,0.8,0,1,0,0,NA,6,0,1,1,2,"DG.LOCAL",0,0,NA
25,364,"Sursurunga",2,5,0,0.4,0.8,0,1,0,0,NA,6,0,1,1,2,"DG.SELF",1,0,NA
26,529,"Turkana",2,5,2,0.4,0.8,0.4,1,0,0,NA,0,1,1,1,2.66666666666667,"RAG.LOCAL",0,1,17
26,529,"Turkana",2,5,2,0.4,0.8,0.4,1,0,0,NA,0,1,1,1,2.66666666666667,"RAG.SELF",1,1,17
26,529,"Turkana",2,5,2,0.4,0.8,0.4,1,0,0,NA,0,1,1,1,2.66666666666667,"DG.LOCAL",0,0,NA
26,529,"Turkana",2,5,2,0.4,0.8,0.4,1,0,0,NA,0,1,1,1,2.66666666666667,"DG.SELF",1,0,NA
27,746,"Huatasani",4,5,0,0.8,0.8,0,0,0,0,NA,2,1,1,1,3.66666666666667,"RAG.LOCAL",0,1,14
27,746,"Huatasani",4,5,0,0.8,0.8,0,0,0,0,NA,2,1,1,1,3.66666666666667,"RAG.SELF",1,1,14
27,746,"Huatasani",4,5,0,0.8,0.8,0,0,0,0,NA,2,1,1,1,3.66666666666667,"DG.LOCAL",0,0,NA
27,746,"Huatasani",4,5,0,0.8,0.8,0,0,0,0,NA,2,1,1,1,3.66666666666667,"DG.SELF",1,0,NA
28,1283,"Kananga",0,5,1,0,0.6,0.2,0,NA,0,0,7,1,1,1,2.66666666666667,"RAG.LOCAL",0,1,NA
28,1283,"Kananga",0,5,1,0,0.6,0.2,0,NA,0,0,7,1,1,1,2.66666666666667,"RAG.SELF",1,1,NA
28,1283,"Kananga",0,5,1,0,0.6,0.2,0,NA,0,0,7,1,1,1,2.66666666666667,"DG.LOCAL",0,0,NA
28,1283,"Kananga",0,5,1,0,0.6,0.2,0,NA,0,0,7,1,1,1,2.66666666666667,"DG.SELF",1,0,NA
29,1887,"Hadza",3,3,1,1,1,0.333333333333333,0,NA,1,NA,5,1,0,1,NA,"RAG.LOCAL",0,1,11
29,1887,"Hadza",3,3,1,1,1,0.333333333333333,0,NA,1,NA,5,1,0,1,NA,"RAG.SELF",1,1,17
29,1887,"Hadza",3,3,1,1,1,0.333333333333333,0,NA,1,NA,5,1,0,1,NA,"DG.LOCAL",0,0,1
29,1887,"Hadza",3,3,1,1,1,0.333333333333333,0,NA,1,NA,5,1,0,1,NA,"DG.SELF",1,0,1
30,1284,"Kananga",3,5,2,0.6,0.8,0.4,0,NA,0,0,2,1,1,1,4,"RAG.LOCAL",0,1,NA
30,1284,"Kananga",3,5,2,0.6,0.8,0.4,0,NA,0,0,2,1,1,1,4,"RAG.SELF",1,1,NA
30,1284,"Kananga",3,5,2,0.6,0.8,0.4,0,NA,0,0,2,1,1,1,4,"DG.LOCAL",0,0,NA
30,1284,"Kananga",3,5,2,0.6,0.8,0.4,0,NA,0,0,2,1,1,1,4,"DG.SELF",1,0,NA
31,747,"Huatasani",2,3,0,0.666666666666667,1,0,0,0,0,NA,4,1,0.5,1,0,"RAG.LOCAL",0,1,16
31,747,"Huatasani",2,3,0,0.666666666666667,1,0,0,0,0,NA,4,1,0.5,1,0,"RAG.SELF",1,1,15
31,747,"Huatasani",2,3,0,0.666666666666667,1,0,0,0,0,NA,4,1,0.5,1,0,"DG.LOCAL",0,0,NA
31,747,"Huatasani",2,3,0,0.666666666666667,1,0,0,0,0,NA,4,1,0.5,1,0,"DG.SELF",1,0,NA
32,1285,"Kananga",2,5,1,0.4,0.6,0.2,0,NA,0,0,0,1,1,1,2,"RAG.LOCAL",0,1,NA
32,1285,"Kananga",2,5,1,0.4,0.6,0.2,0,NA,0,0,0,1,1,1,2,"RAG.SELF",1,1,NA
32,1285,"Kananga",2,5,1,0.4,0.6,0.2,0,NA,0,0,0,1,1,1,2,"DG.LOCAL",0,0,5
32,1285,"Kananga",2,5,1,0.4,0.6,0.2,0,NA,0,0,0,1,1,1,2,"DG.SELF",1,0,5
33,748,"Huatasani",3,5,1,0.6,0.8,0.2,1,0,0,NA,3,1,1,1,3.66666666666667,"RAG.LOCAL",0,1,17
33,748,"Huatasani",3,5,1,0.6,0.8,0.2,1,0,0,NA,3,1,1,1,3.66666666666667,"RAG.SELF",1,1,14
33,748,"Huatasani",3,5,1,0.6,0.8,0.2,1,0,0,NA,3,1,1,1,3.66666666666667,"DG.LOCAL",0,0,NA
33,748,"Huatasani",3,5,1,0.6,0.8,0.2,1,0,0,NA,3,1,1,1,3.66666666666667,"DG.SELF",1,0,NA
34,1286,"Kananga",3,5,2,0.6,1,0.4,0,NA,0,0,9,1,0.5,1,1,"RAG.LOCAL",0,1,NA
34,1286,"Kananga",3,5,2,0.6,1,0.4,0,NA,0,0,9,1,0.5,1,1,"RAG.SELF",1,1,NA
34,1286,"Kananga",3,5,2,0.6,1,0.4,0,NA,0,0,9,1,0.5,1,1,"DG.LOCAL",0,0,5
34,1286,"Kananga",3,5,2,0.6,1,0.4,0,NA,0,0,9,1,0.5,1,1,"DG.SELF",1,0,5
35,749,"Huatasani",2,3,1,0.666666666666667,0.666666666666667,0.333333333333333,0,NA,0,NA,3,1,0.5,1,3,"RAG.LOCAL",0,1,13
35,749,"Huatasani",2,3,1,0.666666666666667,0.666666666666667,0.333333333333333,0,NA,0,NA,3,1,0.5,1,3,"RAG.SELF",1,1,16
35,749,"Huatasani",2,3,1,0.666666666666667,0.666666666666667,0.333333333333333,0,NA,0,NA,3,1,0.5,1,3,"DG.LOCAL",0,0,NA
35,749,"Huatasani",2,3,1,0.666666666666667,0.666666666666667,0.333333333333333,0,NA,0,NA,3,1,0.5,1,3,"DG.SELF",1,0,NA
36,1287,"Kananga",2,5,1,0.4,0.6,0.2,0,NA,0,0,3,0,1,1,2.66666666666667,"RAG.LOCAL",0,1,NA
36,1287,"Kananga",2,5,1,0.4,0.6,0.2,0,NA,0,0,3,0,1,1,2.66666666666667,"RAG.SELF",1,1,NA
36,1287,"Kananga",2,5,1,0.4,0.6,0.2,0,NA,0,0,3,0,1,1,2.66666666666667,"DG.LOCAL",0,0,NA
36,1287,"Kananga",2,5,1,0.4,0.6,0.2,0,NA,0,0,3,0,1,1,2.66666666666667,"DG.SELF",1,0,2
37,750,"Huatasani",NA,NA,NA,NA,NA,NA,1,0,0,NA,5,1,0.5,0.5,0,"RAG.LOCAL",0,1,15
37,750,"Huatasani",NA,NA,NA,NA,NA,NA,1,0,0,NA,5,1,0.5,0.5,0,"RAG.SELF",1,1,17
37,750,"Huatasani",NA,NA,NA,NA,NA,NA,1,0,0,NA,5,1,0.5,0.5,0,"DG.LOCAL",0,0,NA
37,750,"Huatasani",NA,NA,NA,NA,NA,NA,1,0,0,NA,5,1,0.5,0.5,0,"DG.SELF",1,0,NA
38,1288,"Kananga",3,5,0,0.6,0.8,0,0,NA,0,0,7,1,0,1,2,"RAG.LOCAL",0,1,NA
38,1288,"Kananga",3,5,0,0.6,0.8,0,0,NA,0,0,7,1,0,1,2,"RAG.SELF",1,1,NA
38,1288,"Kananga",3,5,0,0.6,0.8,0,0,NA,0,0,7,1,0,1,2,"DG.LOCAL",0,0,5
38,1288,"Kananga",3,5,0,0.6,0.8,0,0,NA,0,0,7,1,0,1,2,"DG.SELF",1,0,5
39,751,"Huatasani",2,2,1,1,1,0.5,0,0,0,NA,2,1,0.5,1,1.33333333333333,"RAG.LOCAL",0,1,17
39,751,"Huatasani",2,2,1,1,1,0.5,0,0,0,NA,2,1,0.5,1,1.33333333333333,"RAG.SELF",1,1,16
39,751,"Huatasani",2,2,1,1,1,0.5,0,0,0,NA,2,1,0.5,1,1.33333333333333,"DG.LOCAL",0,0,NA
39,751,"Huatasani",2,2,1,1,1,0.5,0,0,0,NA,2,1,0.5,1,1.33333333333333,"DG.SELF",1,0,NA
40,1289,"Kananga",2,5,2,0.4,1,0.4,0,NA,1,0,0,1,1,1,2,"RAG.LOCAL",0,1,NA
40,1289,"Kananga",2,5,2,0.4,1,0.4,0,NA,1,0,0,1,1,1,2,"RAG.SELF",1,1,NA
40,1289,"Kananga",2,5,2,0.4,1,0.4,0,NA,1,0,0,1,1,1,2,"DG.LOCAL",0,0,6
40,1289,"Kananga",2,5,2,0.4,1,0.4,0,NA,1,0,0,1,1,1,2,"DG.SELF",1,0,5
41,752,"Huatasani",2,3,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0,0,NA,1,1,0.5,1,0.333333333333333,"RAG.LOCAL",0,1,15
41,752,"Huatasani",2,3,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0,0,NA,1,1,0.5,1,0.333333333333333,"RAG.SELF",1,1,10
41,752,"Huatasani",2,3,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0,0,NA,1,1,0.5,1,0.333333333333333,"DG.LOCAL",0,0,NA
41,752,"Huatasani",2,3,1,0.666666666666667,0.666666666666667,0.333333333333333,1,0,0,NA,1,1,0.5,1,0.333333333333333,"DG.SELF",1,0,NA
42,1290,"Kananga",4,5,2,0.8,1,0.4,0,NA,0,0,2,1,1,1,4,"RAG.LOCAL",0,1,NA
42,1290,"Kananga",4,5,2,0.8,1,0.4,0,NA,0,0,2,1,1,1,4,"RAG.SELF",1,1,NA
42,1290,"Kananga",4,5,2,0.8,1,0.4,0,NA,0,0,2,1,1,1,4,"DG.LOCAL",0,0,NA
42,1290,"Kananga",4,5,2,0.8,1,0.4,0,NA,0,0,2,1,1,1,4,"DG.SELF",1,0,NA
43,NA,"China-Buddhists",0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAG.LOCAL",0,1,NA
43,NA,"China-Buddhists",0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAG.SELF",1,1,NA
43,NA,"China-Buddhists",0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DG.LOCAL",0,0,NA
43,NA,"China-Buddhists",0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DG.SELF",1,0,NA
44,753,"Huatasani",2,4,0,0.5,0.75,0,0,0,0,NA,9,1,1,1,3,"RAG.LOCAL",0,1,14
44,753,"Huatasani",2,4,0,0.5,0.75,0,0,0,0,NA,9,1,1,1,3,"RAG.SELF",1,1,15
44,753,"Huatasani",2,4,0,0.5,0.75,0,0,0,0,NA,9,1,1,1,3,"DG.LOCAL",0,0,NA
44,753,"Huatasani",2,4,0,0.5,0.75,0,0,0,0,NA,9,1,1,1,3,"DG.SELF",1,0,NA
45,1291,"Kananga",3,5,1,0.6,0.8,0.2,0,NA,0,0,10,1,1,1,4,"RAG.LOCAL",0,1,NA
45,1291,"Kananga",3,5,1,0.6,0.8,0.2,0,NA,0,0,10,1,1,1,4,"RAG.SELF",1,1,NA
45,1291,"Kananga",3,5,1,0.6,0.8,0.2,0,NA,0,0,10,1,1,1,4,"DG.LOCAL",0,0,NA
45,1291,"Kananga",3,5,1,0.6,0.8,0.2,0,NA,0,0,10,1,1,1,4,"DG.SELF",1,0,NA
46,1292,"Kananga",1,5,0,0.2,0.4,0,0,NA,0,0,11,1,0,1,1,"RAG.LOCAL",0,1,NA
46,1292,"Kananga",1,5,0,0.2,0.4,0,0,NA,0,0,11,1,0,1,1,"RAG.SELF",1,1,NA
46,1292,"Kananga",1,5,0,0.2,0.4,0,0,NA,0,0,11,1,0,1,1,"DG.LOCAL",0,0,5
46,1292,"Kananga",1,5,0,0.2,0.4,0,0,NA,0,0,11,1,0,1,1,"DG.SELF",1,0,5
47,NA,"Marajo",2,3,0,0.666666666666667,0.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAG.LOCAL",0,1,NA
47,NA,"Marajo",2,3,0,0.666666666666667,0.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAG.SELF",1,1,NA
47,NA,"Marajo",2,3,0,0.666666666666667,0.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DG.LOCAL",0,0,NA
47,NA,"Marajo",2,3,0,0.666666666666667,0.666666666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DG.SELF",1,0,NA
48,365,"Sursurunga",2,5,3,0.4,1,0.6,1,0,0,NA,1,1,1,1,0,"RAG.LOCAL",0,1,16
48,365,"Sursurunga",2,5,3,0.4,1,0.6,1,0,0,NA,1,1,1,1,0,"RAG.SELF",1,1,16
48,365,"Sursurunga",2,5,3,0.4,1,0.6,1,0,0,NA,1,1,1,1,0,"DG.LOCAL",0,0,NA
48,365,"Sursurunga",2,5,3,0.4,1,0.6,1,0,0,NA,1,1,1,1,0,"DG.SELF",1,0,NA
49,530,"Turkana",2,5,0,0.4,0.6,0,0,0,0,NA,2,1,1,1,2,"RAG.LOCAL",0,1,16
49,530,"Turkana",2,5,0,0.4,0.6,0,0,0,0,NA,2,1,1,1,2,"RAG.SELF",1,1,14
49,530,"Turkana",2,5,0,0.4,0.6,0,0,0,0,NA,2,1,1,1,2,"DG.LOCAL",0,0,NA
49,530,"Turkana",2,5,0,0.4,0.6,0,0,0,0,NA,2,1,1,1,2,"DG.SELF",1,0,NA
50,1293,"Kananga",3,5,1,0.6,0.6,0.2,0,NA,0,0,5,1,1,1,3.66666666666667,"RAG.LOCAL",0,1,NA
50,1293,"Kananga",3,5,1,0.6,0.6,0.2,0,NA,0,0,5,1,1,1,3.66666666666667,"RAG.SELF",1,1,NA
50,1293,"Kananga",3,5,1,0.6,0.6,0.2,0,NA,0,0,5,1,1,1,3.66666666666667,"DG.LOCAL",0,0,NA
50,1293,"Kananga",3,5,1,0.6,0.6,0.2,0,NA,0,0,5,1,1,1,3.66666666666667,"DG.SELF",1,0,NA
51,NA,"China-Christians",1,5,0,0.2,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAG.LOCAL",0,1,NA
51,NA,"China-Christians",1,5,0,0.2,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"RAG.SELF",1,1,NA
51,NA,"China-Christians",1,5,0,0.2,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DG.LOCAL",0,0,NA
51,NA,"China-Christians",1,5,0,0.2,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DG.SELF",1,0,NA
52,754,"Huatasani",3,5,1,0.6,0.8,0.2,1,0,0,NA,1,0,0.5,1,0,"RAG.LOCAL",0,1,13
52,754,"Huatasani",3,5,1,0.6,0.8,0.2,1,0,0,NA,1,0,0.5,1,0,"RAG.SELF",1,1,13
