CULTURE;LOCID;ORDER;BGD;BGD_GEN_AO;BGD_GEN_CS;BGD_GEN_AO_TB;BGD_GEN_CS_TB;DIS_BGD;BGD_GEN_TB;DIS_BGD_GEN_TB;BGD_SPEC_AO;BGD_SPEC_CS;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1169;2;bad intensions;virtue;morality;virtue;morality;1;morality;0;evil;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Samburu;2120101;2;"if you're ""weak"" - lazy";virtue;virtue;virtue;virtue;0;virtue;0;laziness;weak people;;;;;;;;;;;;;;;;;;;;;
Peru;1047;2;When we lie;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1476;3;Robbers;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1552;4;Liars;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Peru;1118;2;Killings;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Peru;1131;1;If we talk badly, he can get mad;etiquette;morality;etiquette;etiquette;0;etiquette;0;insulting;manners.n;;;;;;;;;;;;;;;;;;;;;
Samburu;2560101;4;troublemakers;morality;morality;morality;morality;0;morality;0;immoral behaviour;troubles;;;;;;;;;;;;;;;;;;;;;
Samburu;2410101;2;adultery/infidelity;morality;morality;morality;virtue;1;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Samburu;2040101;1;cursing people;morality;specific;morality;morality;0;specific;1;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Samburu;2390101;2;murder;morality;morality;morality;virtue;1;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Sursurunga;52;1;swearing;etiquette;etiquette;etiquette;morality;1;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Samburu;2170101;2;cursing/bad language;etiquette;etiquette;etiquette;virtue;1;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
Samburu;3000101;2;threaten others;morality;morality;morality;substance use/abuse;1;morality;0;threatening;mistreating others;;;;;;;;;;;;;;;;;;;;;
Samburu;2020102;4;jealous people;virtue;virtue;virtue;morality;1;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Congo;1008;4;nastiness;miscellaneous;morality;miscellaneous;morality;1;miscellaneous;0;evil;perversity;;;;;;;;;;;;;;;;;;;;;
Congo;1184;2;fetishes;religion;virtue;religion;virtue;1;religion;0;idolatry;fetish;;;;;;;;;;;;;;;;;;;;;
Congo;1131;3;war;people;miscellaneous;people;people;0;people;0;war;war;;;;;;;;;;;;;;;;;;;;;
Peru;1499;2;That there should be no more violence;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Mauritius;H2013;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Congo;1108;3;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Congo;1152;1;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1501;5;milk/prayer;miscellaneous;miscellaneous;miscellaneous;miscellaneous;0;miscellaneous;0;miscellaneous;miscellaneous;;;;;;;;;;;;;;;;;;;;;
Cachoeira;CA005;3;Robberies;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;317;2;dislike stealing ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1033;1;bad companys;virtue;morality;virtue;morality;1;morality;0;evil;good actions.n;;;;;;;;;;;;;;;;;;;;;
Congo;1036;3;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1105;2;lying;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Congo;1054;2;murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Congo;1073;1;ignorance;virtue;virtue;virtue;virtue;0;virtue;0;ignorance;intelligence.n;;;;;;;;;;;;;;;;;;;;;
Peru;1059;2;When we don't yell at our relatives;morality pos;etiquette;morality;etiquette;1;etiquette;0;disrespecting family;respect.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1476;4;Violer (Rape);morality;morality;morality;morality;0;morality;0;raping;rape;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1448;4;People fight;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1217;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;K3523;5;no prayer;ritual;ritual;ritual;ritual;0;ritual;0;praying.n;prayer.n;;;;;;;;;;;;;;;;;;;;;
Turkana;317;5;pride due to having wealth;virtue;virtue;virtue;virtue;0;virtue;0;pride;pride;;;;;;;;;;;;;;;;;;;;;
Mysore;D45;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;C3;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Turkana;42;5;chasing strangers away instead of welcoming ;morality;morality;morality;morality;0;morality;0;inhospitality;kindness.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1677;2;bad deeds (drugs);substance use/abuse;substance use;substance use/abuse;substance use/abuse;0;substance use/abuse;0;drugs;drugs;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1501;3;no violence;morality;morality;morality;morality;0;morality;0;violence.n;violence;;;;;;;;;;;;;;;;;;;;;
Mauritius;H1229;4;people pray only when in problems;ritual;NA;ritual;ritual;0;ritual;0;disbelief;prayer;;;;;;;;;;;;;;;;;;;;;
Congo;1167;3;fetiches;religion;virtue;religion;virtue;1;religion;0;idolatry;fetish;;;;;;;;;;;;;;;;;;;;;
Turkana;87;5;dislike witchcraft;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;22;5;dislike sturboness ;virtue;miscellaneous;virtue;miscellaneous;1;virtue;0;stubborn;strong;;;;;;;;;;;;;;;;;;;;;
Turkana;170;2;be-witching people;morality;specific;morality;specific;1;specific;0;bewitching;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;283;1;dislike stealing ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Mysore;C8;1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Samburu;2080102;5;if you dislike someone - even if they've wronged you;virtue;virtue;virtue;morality;1;virtue;0;antagonism;unity.n;;;;;;;;;;;;;;;;;;;;;
Samburu;2850102;3;war;people;miscellaneous;people;virtue;1;people;0;war;war;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;915300;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;464815;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Christians;881205;2;Being dishonest;virtue;virtue;morality;virtue;1;morality;0;dishonesty;helpful.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1477;3;Those who fight a lot;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Mauritius;H1711;3;liars;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
China-Christians;881205;2;Not honest;morality;virtue;morality;virtue;1;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1713;1;When people betray him;morality;morality;morality;religion;1;religion;0;disloyalty;betray;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1216;2;ego;morality;miscellaneous;morality;miscellaneous;1;miscellaneous;0;selfish;egoism;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1730;4;pray others except him;ritual;ritual;ritual;ritual;0;ritual;0;idolatry;prayer;;;;;;;;;;;;;;;;;;;;;
Turkana;282;1;abusing people;morality;morality;morality;morality;0;morality;0;mistreatment;mistreating others;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;807768;2;NA;NA;NA;NA;virtue;1;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Christians;685012;1;Sins;morality;morality;morality;morality;0;morality;0;sinning;sin;;;;;;;;;;;;;;;;;;;;;
Congo;1116;1;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1014;3;fetishes;religion;virtue;religion;virtue;1;religion;0;idolatry;fetish;;;;;;;;;;;;;;;;;;;;;
Congo;1002;5;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Congo;1063;5;witchcraft;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
China-Christians;952320;3;Cheating others;morality;morality;morality;morality;0;morality;0;cheating;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;T5048=K1919;5;do not give bad thing;miscellaneous;morality;ritual;morality;1;ritual;0;improper sacrifices;miscellaneous;;;;;;;;;;;;;;;;;;;;;
Mysore;D45;1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Congo;1092;3;embezzlement;morality;morality;morality;morality;0;morality;0;corruption;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
China-Christians;181755;4;Corruption;morality;morality;morality;morality;0;morality;0;corruption;corruption;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;993041;1;Slaughter;food;morality;food;morality;1;food;0;killing;violence;;;;;;;;;;;;;;;;;;;;;
Congo;1127;4;critique;morality;etiquette;morality;etiquette;1;morality;0;critique;critique;;;;;;;;;;;;;;;;;;;;;
Peru;1025;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;B56;1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Christians;514829;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;915300;3;speak nonsense;morality;etiquette;morality;NA;1;etiquette;1;absurdity;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Congo;1051;3;assassins;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
China-Christians;162718;2;Cheating others;morality;morality;morality;morality;0;morality;0;cheating;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1336;1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;B42;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1730;5;those who don’t fast for him;ritual;ritual;ritual;ritual;0;ritual;0;fasting.n;fasting.n;;;;;;;;;;;;;;;;;;;;;
Sursurunga;4;1;anger;virtue;virtue;virtue;morality;1;virtue;0;anger;anger;;;;;;;;;;;;;;;;;;;;;
Sursurunga;219;2;anger;virtue;virtue;virtue;virtue;0;virtue;0;anger;anger;;;;;;;;;;;;;;;;;;;;;
Sursurunga;89;1;drunkenness;substance use/abuse;substance use;substance use/abuse;morality;1;substance use/abuse;0;drunkenness;alcohol;;;;;;;;;;;;;;;;;;;;;
Sursurunga;95;2;fighting;morality;morality;morality;virtue;1;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Congo;1182;1;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Congo;1048;4;jealousy;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;995492;4;steal;miscellaneous;virtue;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
China-Christians;351974;1;Sins;morality;morality;morality;morality;0;morality;0;sinning;sin;;;;;;;;;;;;;;;;;;;;;
China-Christians;181755;3;People who give up their lives;morality;morality;morality;morality;0;morality;0;suicide;suicide;;;;;;;;;;;;;;;;;;;;;
China-Christians;136439;2;Adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1164;1;bad deeds;morality;morality;morality;morality;0;morality;0;immoral behaviour;good actions.n;;;;;;;;;;;;;;;;;;;;;
Congo;1084;5;quarreling;morality;morality;morality;morality;0;morality;0;arguing;quarrel;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;146658;3;Discredit Dharma principles, for example, saying Buddhism is the cult. ;morality;religion;religion;religion;0;religion;0;blasphemy;dharma.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1164;2;when people don’t believe in him;religion;virtue;religion;religion;0;religion;0;disbelief;faith.n;;;;;;;;;;;;;;;;;;;;;
China-Christians;102045;1;Sins;morality;morality;morality;morality;0;morality;0;sinning;sin;;;;;;;;;;;;;;;;;;;;;
Congo;1119;1;hatred;virtue;virtue;virtue;virtue;0;virtue;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;829706;3;NA;NA;NA;NA;virtue;1;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Samburu;2030102;1;cursing;etiquette;etiquette;etiquette;specific;1;etiquette;0;swearing;swearing;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;706000;1;DK;D/K;D/K;D/K;D/K;0;D/K;0;D/K;D/K;;;;;;;;;;;;;;;;;;;;;
China-Christians;907371;1;Murdering people;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
China-Christians;280343;1;Being greedy;morality;virtue;virtue;virtue;0;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
China-Christians;828227;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;173925;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Buddhists;183006;2;aversion {?};miscellaneous;virtue;virtue;virtue;0;virtue;0;aversion;judgement;;;;;;;;;;;;;;;;;;;;;
Congo;1162;4;intolerance;virtue;virtue;virtue;virtue;0;virtue;0;intolerance;tolerance.n;;;;;;;;;;;;;;;;;;;;;
China-Christians;414973;2;Not praying;ritual;ritual;ritual;ritual;0;ritual;0;praying.n;prayer.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;K2263;1;war;people;miscellaneous;people;people;0;people;0;war;war;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1135;4;when people waste resources (food & water);ecology;food;ecology;food;1;ecology;0;food waste;waste;;;;;;;;;;;;;;;;;;;;;
Congo;1083;4;rape;morality;virtue;morality;virtue;1;morality;0;raping;rape;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1356;3;don’t pray everyday;ritual;ritual;ritual;ritual;0;ritual;0;praying.n;prayer;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1552;3;Do wrong things;morality;morality;morality;morality;0;morality;0;immoral behaviour;good actions.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1016;4;those who disrespect him;morality;morality;morality;religion;1;religion;0;blasphemy;worship.n;;;;;;;;;;;;;;;;;;;;;
Peru;1034;1;Killing our fellows;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Peru;1085;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1917;3;Bad deeds;morality;morality;morality;morality;0;morality;0;immoral behaviour;good actions.n;;;;;;;;;;;;;;;;;;;;;
China-Christians;453047;1;Greedy;morality;virtue;virtue;virtue;0;virtue;0;greed;greed;;;;;;;;;;;;;;;;;;;;;
Mauritius;K2042;2;people who are influenced negatively;virtue;virtue;virtue;virtue;0;virtue;0;evil;good actions.n;;;;;;;;;;;;;;;;;;;;;
Mysore;B69;1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Turkana;75;1;dislike people who steal ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;47;3;dislike abortion ;morality;morality;morality;morality;0;morality;0;abortion;abort;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1735;3;Suffering ;people;people;people;people;0;people;0;suffering;wellbeing.n;;;;;;;;;;;;;;;;;;;;;
Turkana;60;2;dislike people who take alcohol;substance use/abuse;substance use;substance use/abuse;substance use/abuse;0;substance use/abuse;0;drunkenness;alcohol;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1787;5;Those who are ill and who do not pray;ritual;ritual;ritual;ritual;0;ritual;0;praying.n;prayer;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1787;3;Those who don´t pray him;ritual;ritual;ritual;ritual;0;ritual;0;praying.n;faith.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1008;5;Lie to people or fool them;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Mysore;D71;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;D77;2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mysore;D69;1;nothing;miscellaneous;miscellaneous;miscellaneous;miscellaneous;0;miscellaneous;0;miscellaneous;nothing;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1344;2;Sinners;morality;morality;morality;morality;0;morality;0;sinning;sin;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1683;2;those who don’t believe in him;religion;religion;religion;religion;0;religion;0;disbelief;faith.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1404;4;discrimination;morality;morality;morality;morality;0;morality;0;discriminate;discrimination;;;;;;;;;;;;;;;;;;;;;
Turkana;266;2;disregarding others;morality;morality;morality;morality;0;morality;0;immoral behaviour;unity.n;;;;;;;;;;;;;;;;;;;;;
Turkana;210;1;Dislikes people who abuse others;morality;morality;morality;morality;0;morality;0;mistreatment;mistreating others;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1677;5;injustice;morality;people;morality;people;1;morality;0;injustice;justice.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1787;2;Those who talk bad about him;morality;morality;morality;etiquette;1;religion;1;blasphemy;gossip;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1405;4;Vulgarity;virtue;morality;virtue;morality;1;virtue;0;obscenity;perversity;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1428;3;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1735;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DR1779;5;ignore him;religion;morality;religion;religion;0;religion;0;disbelief;worship;;;;;;;;;;;;;;;;;;;;;
Mysore;D52;1;things that go against him;miscellaneous;morality;morality;religion;1;religion;0;immoral behaviour;miscellaneous;;;;;;;;;;;;;;;;;;;;;
Turkana;223;1;God dislike people fighting ;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Mauritius;DN1903;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1509;5;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1870;4;jelaousy;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Turkana;129;5;killing of innocent people ;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;175;4;dislike fighting ;morality;morality;morality;morality;0;morality;0;violence;violence;;;;;;;;;;;;;;;;;;;;;
Turkana;156;4;dislike stealing ;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;103;2;dislike witchcraft ;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;99;4;dislike devil worshippers ;ritual;ritual;ritual;ritual;0;ritual;0;idolatry;idolatry;;;;;;;;;;;;;;;;;;;;;
Turkana;42;3;dislike harshness;morality;morality;morality;morality;0;morality;0;antagonism;strong;;;;;;;;;;;;;;;;;;;;;
Turkana;146;4;gossip other;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Peru;1024;3;Envious;virtue;virtue;virtue;virtue;0;virtue;0;envy;jealousy;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1204;5;when people tease each other at Grand Bassin;ritual;specific;morality;specific;1;specific;0;blasphemy;wrongdoing;;;;;;;;;;;;;;;;;;;;;
Congo;1129;3;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Turkana;280;4;dislike people who mistreat poor people ;morality;morality;morality;morality;0;morality;0;mistreatment;mistreating others;;;;;;;;;;;;;;;;;;;;;
Turkana;167;4;dislike people who have hatred towards other ;morality;virtue;morality;virtue;1;morality;0;antagonism;hate;;;;;;;;;;;;;;;;;;;;;
Turkana;2;5;dislike raping ;morality;morality;morality;morality;0;morality;0;raping;rape;;;;;;;;;;;;;;;;;;;;;
Turkana;316;5;dislike gossipping others ;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Turkana;232;4;dislike when you are against God ;religion;religion;religion;religion;0;religion;0;disbelief;worship.n;;;;;;;;;;;;;;;;;;;;;
Turkana;294;3;dislike witchcraft;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;148;3;dislike people who kill innocent ;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Turkana;48;5;Dislikes people who have grudge;virtue;morality;virtue;morality;1;virtue;0;vengefulness;quarrel;;;;;;;;;;;;;;;;;;;;;
Samburu;2170101;4;disrespectful persons;morality;morality;morality;morality;0;morality;0;disrespect;respect.n;;;;;;;;;;;;;;;;;;;;;
Turkana;72;5;dislike witchdoctors;morality;specific;morality;specific;1;specific;0;witchcraft;witchdoctor;;;;;;;;;;;;;;;;;;;;;
Mysore;A86;4;NA;NA;NA;NA;NA;0;NA;0;NA;NA;;;;;;;;;;;;;;;;;;;;;
China-Christians;919070;2;Premarital sex;morality;morality;morality;morality;0;morality;0;premarital sex;perversity;;;;;;;;;;;;;;;;;;;;;
Turkana;41;3;dislike gossip ;morality;etiquette;morality;etiquette;1;morality;0;gossip;gossip;;;;;;;;;;;;;;;;;;;;;
Turkana;295;3;dislike people raping young girls and ladies;morality;morality;morality;morality;0;morality;0;raping;rape;;;;;;;;;;;;;;;;;;;;;
Turkana;101;3;witchcraft;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Turkana;64;1;dislike evil things done by christians eg.adultery;morality;morality;morality;morality;0;morality;0;immoral behaviour;adultery;;;;;;;;;;;;;;;;;;;;;
Congo;1076;2;sexuality;morality;virtue;miscellaneous;virtue;1;virtue;0;sexuality;perversity;;;;;;;;;;;;;;;;;;;;;
Congo;1052;3;witches;morality;specific;morality;specific;1;specific;0;witchcraft;witching;;;;;;;;;;;;;;;;;;;;;
Congo;1188;2;pride;virtue;virtue;virtue;virtue;0;virtue;0;pride;pride;;;;;;;;;;;;;;;;;;;;;
Congo;1100;4;murder;morality;morality;morality;morality;0;morality;0;killing;murder;;;;;;;;;;;;;;;;;;;;;
Congo;1130;2;lying;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Congo;1170;4;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1100;5;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1024;4;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Congo;1029;2;lying;morality;morality;morality;morality;0;morality;0;dishonesty;truthfulness.n;;;;;;;;;;;;;;;;;;;;;
Congo;1051;5;adultery;morality;morality;morality;morality;0;morality;0;adultery;adultery;;;;;;;;;;;;;;;;;;;;;
Congo;1086;2;stealing;morality;morality;morality;morality;0;morality;0;theft;theft;;;;;;;;;;;;;;;;;;;;;
Congo;1060;5;sexual violence;morality;morality;morality;morality;0;morality;0;raping;rape;;;;;;;;;;;;;;;;;;;;;
Mauritius;H1711;1;go against him;morality;morality;morality;religion;1;religion;0;immoral behaviour;worship.n;;;;;;;;;;;;;;;;;;;;;
Mauritius;DS1509;1;doesn’t like other women besides parvati;specific;religion;specific;religion;1;specific;0;women;parvarti.n;;;;;;;;;;;;;;;;;;;;;
